STATION,DATE,PRCP,TMAX,TMIN
USW00014739,1968-03-31,0,64,44
USW00014739,1968-04-01,0.01,57,40
USW00014739,1968-04-02,0,57,35
USW00014739,1968-04-03,0,59,46
USW00014739,1968-04-04,0,62,45
USW00014739,1968-04-05,0.01,60,37
USW00014739,1968-04-06,0,41,32
USW00014739,1968-04-07,0,55,33
USW00014739,1968-04-08,0,59,38
USW00014739,1968-04-09,0,69,51
USW00014739,1968-04-10,0,63,44
USW00014739,1968-04-11,0,49,38
USW00014739,1968-04-12,0,59,37
USW00014739,1968-04-13,0,67,43
USW00014739,1968-04-14,0,53,43
USW00014739,1968-04-15,0.87,45,43
USW00014739,1968-04-16,0,60,45
USW00014739,1968-04-17,0,53,44
USW00014739,1968-04-18,0,53,41
USW00014739,1968-04-19,0,60,45
USW00014739,1968-04-20,0,50,44
USW00014739,1968-04-21,0.13,49,45
USW00014739,1968-04-22,0.06,48,42
USW00014739,1968-04-23,0,48,41
USW00014739,1968-04-24,0.15,59,43
USW00014739,1968-04-25,0.49,61,49
USW00014739,1968-04-26,0,61,46
USW00014739,1968-04-27,0,60,47
USW00014739,1968-04-28,0,62,44
USW00014739,1968-04-29,0,66,46
USW00014739,1968-04-30,0,60,46
USW00014739,1968-05-01,0,61,44
USW00014739,1968-05-02,0,66,49
USW00014739,1968-05-03,0,63,47
USW00014739,1968-05-04,0.06,68,51
USW00014739,1968-05-05,0,60,47
USW00014739,1968-05-06,0,60,46
USW00014739,1968-05-07,0,61,45
USW00014739,1968-05-08,0,60,45
USW00014739,1968-05-09,0,73,46
USW00014739,1968-05-10,0,77,58
USW00014739,1968-05-11,0,61,51
USW00014739,1968-05-12,1.13,53,49
USW00014739,1968-05-13,0,54,50
USW00014739,1968-05-14,0,76,49
USW00014739,1968-05-15,0,72,49
USW00014739,1968-05-16,0.13,67,53
USW00014739,1968-05-17,0.43,60,49
USW00014739,1968-05-18,0.14,51,47
USW00014739,1968-05-19,0.41,58,47
USW00014739,1968-05-20,0.14,56,49
USW00014739,1968-05-21,0.02,67,49
USW00014739,1968-05-22,0.11,64,50
USW00014739,1968-05-23,0,65,48
USW00014739,1968-05-24,0.08,61,54
USW00014739,1968-05-25,0,66,53
USW00014739,1968-05-26,0,71,49
USW00014739,1968-05-27,0,52,47
USW00014739,1968-05-28,0,57,45
USW00014739,1968-05-29,0.61,60,51
USW00014739,1968-05-30,0,70,57
USW00014739,1968-05-31,0,59,54
USW00014739,1968-06-01,0,63,55
USW00014739,1968-06-02,0.27,61,57
USW00014739,1968-06-03,0.03,69,58
USW00014739,1968-06-04,0.15,61,56
USW00014739,1968-06-05,0,82,56
USW00014739,1968-06-06,0,91,66
USW00014739,1968-06-07,0,77,60
USW00014739,1968-06-08,0,64,59
USW00014739,1968-06-09,0.35,80,56
USW00014739,1968-06-10,0.39,57,50
USW00014739,1968-06-11,0.12,55,51
USW00014739,1968-06-12,0.44,74,55
USW00014739,1968-06-13,0.18,69,64
USW00014739,1968-06-14,0.26,67,61
USW00014739,1968-06-15,0,83,61
USW00014739,1968-06-16,0.24,74,62
USW00014739,1968-06-17,0.11,62,57
USW00014739,1968-06-18,0,69,57
USW00014739,1968-06-19,0.26,75,60
USW00014739,1968-06-20,0.1,68,57
USW00014739,1968-06-21,0,75,54
USW00014739,1968-06-22,0,80,61
USW00014739,1968-06-23,0,75,63
USW00014739,1968-06-24,0,78,60
USW00014739,1968-06-25,0.09,80,65
USW00014739,1968-06-26,1.29,65,57
USW00014739,1968-06-27,0.08,58,56
USW00014739,1968-06-28,1.29,57,54
USW00014739,1968-06-29,0,78,54
USW00014739,1968-06-30,0,91,70
USW00014739,1968-07-01,0.01,96,72
USW00014739,1968-07-02,0,92,73
USW00014739,1968-07-03,0,79,67
USW00014739,1968-07-04,0,70,66
USW00014739,1968-07-05,0,80,62
USW00014739,1968-07-06,0,82,62
USW00014739,1968-07-07,0,82,61
USW00014739,1968-07-08,0,89,65
USW00014739,1968-07-09,0,89,68
USW00014739,1968-07-10,0.3,86,66
USW00014739,1968-07-11,0,69,59
USW00014739,1968-07-12,0,80,58
USW00014739,1968-07-13,0,78,66
USW00014739,1968-07-14,0,82,64
USW00014739,1968-07-15,0,93,70
USW00014739,1968-07-16,0,98,74
USW00014739,1968-07-17,0.11,87,70
USW00014739,1968-07-18,0,89,68
USW00014739,1968-07-19,0,89,74
USW00014739,1968-07-20,0,80,69
USW00014739,1968-07-21,0,80,64
USW00014739,1968-07-22,0,91,69
USW00014739,1968-07-23,0,92,71
USW00014739,1968-07-24,0.13,76,68
USW00014739,1968-07-25,0,89,72
USW00014739,1968-07-26,0,78,67
USW00014739,1968-07-27,0,84,65
USW00014739,1968-07-28,0,85,68
USW00014739,1968-07-29,0,78,63
USW00014739,1968-07-30,0,78,60
USW00014739,1968-07-31,0,80,61
USW00014739,1968-08-01,0,85,68
USW00014739,1968-08-02,0.62,74,64
USW00014739,1968-08-03,0,86,65
USW00014739,1968-08-04,0,90,69
USW00014739,1968-08-05,0,76,62
USW00014739,1968-08-06,0.03,79,60
USW00014739,1968-08-07,0.74,86,66
USW00014739,1968-08-08,0,77,67
USW00014739,1968-08-09,0.05,79,67
USW00014739,1968-08-10,0.04,78,66
USW00014739,1968-08-11,0,74,60
USW00014739,1968-08-12,0,77,60
USW00014739,1968-08-13,0,80,62
USW00014739,1968-08-14,0,86,66
USW00014739,1968-08-15,0,79,66
USW00014739,1968-08-16,0,71,60
USW00014739,1968-08-17,0.09,86,63
USW00014739,1968-08-18,0,75,62
USW00014739,1968-08-19,0.05,67,57
USW00014739,1968-08-20,0.01,82,65
USW00014739,1968-08-21,0,87,71
USW00014739,1968-08-22,0,71,62
USW00014739,1968-08-23,0,68,64
USW00014739,1968-08-24,0,76,65
USW00014739,1968-08-25,0,93,71
USW00014739,1968-08-26,0,81,66
USW00014739,1968-08-27,0,74,61
USW00014739,1968-08-28,0,71,58
USW00014739,1968-08-29,0,66,58
USW00014739,1968-08-30,0,66,57
USW00014739,1968-08-31,0,79,58
USW00014739,1968-09-01,0,80,61
USW00014739,1968-09-02,0.01,73,63
USW00014739,1968-09-03,0.01,79,63
USW00014739,1968-09-04,0,65,60
USW00014739,1968-09-05,0,68,60
USW00014739,1968-09-06,0.37,67,59
USW00014739,1968-09-07,0.77,77,64
USW00014739,1968-09-08,0,66,59
USW00014739,1968-09-09,0,63,60
USW00014739,1968-09-10,0,70,63
USW00014739,1968-09-11,0.62,74,64
USW00014739,1968-09-12,0,70,60
USW00014739,1968-09-13,0,71,58
USW00014739,1968-09-14,0,72,57
USW00014739,1968-09-15,0,63,54
USW00014739,1968-09-16,0,65,55
USW00014739,1968-09-17,0,69,53
USW00014739,1968-09-18,0,65,58
USW00014739,1968-09-19,0,74,55
USW00014739,1968-09-20,0,65,60
USW00014739,1968-09-21,0,67,56
USW00014739,1968-09-22,0,84,62
USW00014739,1968-09-23,0,78,64
USW00014739,1968-09-24,0,70,60
USW00014739,1968-09-25,0,83,63
USW00014739,1968-09-26,0.01,70,64
USW00014739,1968-09-27,0,66,60
USW00014739,1968-09-28,0,71,56
USW00014739,1968-09-29,0,67,53
USW00014739,1968-09-30,0,69,51
USW00014739,1968-10-01,0,80,61
USW00014739,1968-10-02,0,85,63
USW00014739,1968-10-03,0.3,79,64
USW00014739,1968-10-04,0.03,64,50
USW00014739,1968-10-05,0,59,46
USW00014739,1968-10-06,0,59,44
USW00014739,1968-10-07,1.04,58,49
USW00014739,1968-10-08,0,54,48
USW00014739,1968-10-09,0,58,45
USW00014739,1968-10-10,0,58,49
USW00014739,1968-10-11,0,58,50
USW00014739,1968-10-12,0,68,51
USW00014739,1968-10-13,0,72,55
USW00014739,1968-10-14,0,61,50
USW00014739,1968-10-15,0,71,52
USW00014739,1968-10-16,0,77,58
USW00014739,1968-10-17,0,82,60
USW00014739,1968-10-18,0,78,63
USW00014739,1968-10-19,0.21,68,62
USW00014739,1968-10-20,0,62,55
USW00014739,1968-10-21,0,60,51
USW00014739,1968-10-22,0,65,48
USW00014739,1968-10-23,0,71,52
USW00014739,1968-10-24,0,62,49
USW00014739,1968-10-25,0.23,54,51
USW00014739,1968-10-26,0,59,46
USW00014739,1968-10-27,0,58,42
USW00014739,1968-10-28,0.04,62,49
USW00014739,1968-10-29,0,56,45
USW00014739,1968-10-30,0,51,41
USW00014739,1968-10-31,0,50,39
USW00014739,1968-11-01,0,57,37
USW00014739,1968-11-02,0.2,53,46
USW00014739,1968-11-03,0,58,46
USW00014739,1968-11-04,0,51,43
USW00014739,1968-11-05,0,51,44
USW00014739,1968-11-06,0,50,40
USW00014739,1968-11-07,1.5,48,46
USW00014739,1968-11-08,0.14,48,40
USW00014739,1968-11-09,0,45,37
USW00014739,1968-11-10,1.65,45,37
USW00014739,1968-11-11,0,45,38
USW00014739,1968-11-12,1.77,51,39
USW00014739,1968-11-13,0.03,50,37
USW00014739,1968-11-14,0,44,37
USW00014739,1968-11-15,0.03,44,37
USW00014739,1968-11-16,0.01,45,37
USW00014739,1968-11-17,0.07,43,35
USW00014739,1968-11-18,0.94,53,43
USW00014739,1968-11-19,0.13,50,39
USW00014739,1968-11-20,0,41,36
USW00014739,1968-11-21,0,42,34
USW00014739,1968-11-22,0.01,48,37
USW00014739,1968-11-23,0,46,38
USW00014739,1968-11-24,0,63,40
USW00014739,1968-11-25,0.04,52,37
USW00014739,1968-11-26,0,41,34
USW00014739,1968-11-27,0.05,44,36
USW00014739,1968-11-28,0.09,60,34
USW00014739,1968-11-29,0.08,60,41
USW00014739,1968-11-30,0,41,32
USW00014739,1968-12-01,0,42,31
USW00014739,1968-12-02,0.1,54,39
USW00014739,1968-12-03,0,51,44
USW00014739,1968-12-04,2.15,50,43
USW00014739,1968-12-05,0.02,49,39
USW00014739,1968-12-06,0,41,35
USW00014739,1968-12-07,0,42,32
USW00014739,1968-12-08,0,35,26
USW00014739,1968-12-09,0,26,10
USW00014739,1968-12-10,0,24,9
USW00014739,1968-12-11,0,34,15
USW00014739,1968-12-12,0,48,31
USW00014739,1968-12-13,0,57,38
USW00014739,1968-12-14,0.52,49,43
USW00014739,1968-12-15,0.8,43,19
USW00014739,1968-12-16,0.01,23,15
USW00014739,1968-12-17,0,25,14
USW00014739,1968-12-18,0,37,22
USW00014739,1968-12-19,0,39,28
USW00014739,1968-12-20,0.26,37,30
USW00014739,1968-12-21,0,37,30
USW00014739,1968-12-22,0.07,37,34
USW00014739,1968-12-23,0.58,42,33
USW00014739,1968-12-24,0,36,18
USW00014739,1968-12-25,0,18,0
USW00014739,1968-12-26,0,9,-3
USW00014739,1968-12-27,0.05,24,6
USW00014739,1968-12-28,1.33,37,21
USW00014739,1968-12-29,0,37,23
USW00014739,1968-12-30,0,30,19
USW00014739,1968-12-31,0.34,35,21
USW00014739,1969-01-01,0.23,34,11
USW00014739,1969-01-02,0,24,15
USW00014739,1969-01-03,0,29,21
USW00014739,1969-01-04,0,29,21
USW00014739,1969-01-05,0,29,16
USW00014739,1969-01-06,0.14,37,20
USW00014739,1969-01-07,0.76,40,29
USW00014739,1969-01-08,0,32,22
USW00014739,1969-01-09,0,28,21
USW00014739,1969-01-10,0,29,22
USW00014739,1969-01-11,0,28,17
USW00014739,1969-01-12,0,35,23
USW00014739,1969-01-13,0,36,23
USW00014739,1969-01-14,0,35,25
USW00014739,1969-01-15,0,36,23
USW00014739,1969-01-16,0,33,21
USW00014739,1969-01-17,0,36,25
USW00014739,1969-01-18,0,45,33
USW00014739,1969-01-19,0,45,34
USW00014739,1969-01-20,0,40,30
USW00014739,1969-01-21,0,39,26
USW00014739,1969-01-22,0,42,28
USW00014739,1969-01-23,0,46,31
USW00014739,1969-01-24,0.6,42,38
USW00014739,1969-01-25,0,49,34
USW00014739,1969-01-26,0,34,22
USW00014739,1969-01-27,0,25,10
USW00014739,1969-01-28,0,25,7
USW00014739,1969-01-29,0.09,27,17
USW00014739,1969-01-30,0.42,34,26
USW00014739,1969-01-31,0.02,48,33
USW00014739,1969-02-01,0.16,35,30
USW00014739,1969-02-02,0,37,28
USW00014739,1969-02-03,0.67,37,32
USW00014739,1969-02-04,0,32,20
USW00014739,1969-02-05,0,26,20
USW00014739,1969-02-06,0,33,12
USW00014739,1969-02-07,0,35,22
USW00014739,1969-02-08,0,36,23
USW00014739,1969-02-09,1.67,33,29
USW00014739,1969-02-10,0.68,33,24
USW00014739,1969-02-11,0,37,22
USW00014739,1969-02-12,0,40,30
USW00014739,1969-02-13,0.09,33,25
USW00014739,1969-02-14,0,27,14
USW00014739,1969-02-15,0,29,13
USW00014739,1969-02-16,0,33,18
USW00014739,1969-02-17,0,32,17
USW00014739,1969-02-18,0,37,28
USW00014739,1969-02-19,0.18,37,32
USW00014739,1969-02-20,0.01,38,32
USW00014739,1969-02-21,0.01,38,32
USW00014739,1969-02-22,0,36,33
USW00014739,1969-02-23,0,36,33
USW00014739,1969-02-24,2.42,36,29
USW00014739,1969-02-25,0.77,31,27
USW00014739,1969-02-26,0.36,33,27
USW00014739,1969-02-27,0.06,30,25
USW00014739,1969-02-28,0,30,22
USW00014739,1969-03-01,0,32,24
USW00014739,1969-03-02,0,35,26
USW00014739,1969-03-03,0.7,34,30
USW00014739,1969-03-04,0,40,22
USW00014739,1969-03-05,0,29,16
USW00014739,1969-03-06,0,36,15
USW00014739,1969-03-07,0,31,22
USW00014739,1969-03-08,0,34,21
USW00014739,1969-03-09,0,35,22
USW00014739,1969-03-10,0,39,25
USW00014739,1969-03-11,0,38,24
USW00014739,1969-03-12,0.02,40,22
USW00014739,1969-03-13,0,40,30
USW00014739,1969-03-14,0,40,32
USW00014739,1969-03-15,0,42,33
USW00014739,1969-03-16,0,42,32
USW00014739,1969-03-17,0,46,30
USW00014739,1969-03-18,0,45,35
USW00014739,1969-03-19,0,39,36
USW00014739,1969-03-20,0.16,39,34
USW00014739,1969-03-21,0.23,47,36
USW00014739,1969-03-22,0,47,37
USW00014739,1969-03-23,0,54,34
USW00014739,1969-03-24,0.13,52,35
USW00014739,1969-03-25,1.05,52,40
USW00014739,1969-03-26,0.03,47,40
USW00014739,1969-03-27,0,46,36
USW00014739,1969-03-28,0,47,32
USW00014739,1969-03-29,0.12,57,36
USW00014739,1969-03-30,0.19,39,31
USW00014739,1969-03-31,0,35,27
USW00014739,1969-04-01,0,42,25
USW00014739,1969-04-02,0.08,53,35
USW00014739,1969-04-03,0,46,31
USW00014739,1969-04-04,0,63,36
USW00014739,1969-04-05,1.42,62,45
USW00014739,1969-04-06,0.01,48,39
USW00014739,1969-04-07,0,62,37
USW00014739,1969-04-08,0,52,40
USW00014739,1969-04-09,0,54,35
USW00014739,1969-04-10,0.01,64,51
USW00014739,1969-04-11,0,59,42
USW00014739,1969-04-12,0,47,37
USW00014739,1969-04-13,0,60,35
USW00014739,1969-04-14,0,65,40
USW00014739,1969-04-15,0,75,46
USW00014739,1969-04-16,0.12,69,54
USW00014739,1969-04-17,0,77,58
USW00014739,1969-04-18,0.57,72,44
USW00014739,1969-04-19,1.19,45,39
USW00014739,1969-04-20,0,45,36
USW00014739,1969-04-21,0,54,36
USW00014739,1969-04-22,0.48,51,42
USW00014739,1969-04-23,0.15,59,44
USW00014739,1969-04-24,0.34,47,43
USW00014739,1969-04-25,0,66,43
USW00014739,1969-04-26,0,69,45
USW00014739,1969-04-27,0,75,46
USW00014739,1969-04-28,0,83,58
USW00014739,1969-04-29,0,65,47
USW00014739,1969-04-30,0,54,46
USW00014739,1969-05-01,0,54,43
USW00014739,1969-05-02,0,59,45
USW00014739,1969-05-03,0,78,50
USW00014739,1969-05-04,0,74,54
USW00014739,1969-05-05,0,64,50
USW00014739,1969-05-06,0,60,47
USW00014739,1969-05-07,0,55,45
USW00014739,1969-05-08,0.17,61,49
USW00014739,1969-05-09,0.09,65,60
USW00014739,1969-05-10,0,64,53
USW00014739,1969-05-11,0.13,66,49
USW00014739,1969-05-12,0,63,45
USW00014739,1969-05-13,0,64,47
USW00014739,1969-05-14,0.15,56,46
USW00014739,1969-05-15,0,62,49
USW00014739,1969-05-16,0,76,50
USW00014739,1969-05-17,0,87,56
USW00014739,1969-05-18,0,77,48
USW00014739,1969-05-19,0.02,74,48
USW00014739,1969-05-20,1.23,67,62
USW00014739,1969-05-21,0,66,51
USW00014739,1969-05-22,0,58,49
USW00014739,1969-05-23,0,58,48
USW00014739,1969-05-24,0.01,54,50
USW00014739,1969-05-25,0,73,50
USW00014739,1969-05-26,0.04,60,50
USW00014739,1969-05-27,0,70,45
USW00014739,1969-05-28,0.02,79,52
USW00014739,1969-05-29,0.1,72,64
USW00014739,1969-05-30,0,68,51
USW00014739,1969-05-31,0,81,53
USW00014739,1969-06-01,0,70,55
USW00014739,1969-06-02,0,80,59
USW00014739,1969-06-03,0.03,76,66
USW00014739,1969-06-04,0,72,57
USW00014739,1969-06-05,0,73,55
USW00014739,1969-06-06,0.11,79,55
USW00014739,1969-06-07,0,75,58
USW00014739,1969-06-08,0,80,60
USW00014739,1969-06-09,0.03,70,59
USW00014739,1969-06-10,0,75,58
USW00014739,1969-06-11,0,77,57
USW00014739,1969-06-12,0,86,61
USW00014739,1969-06-13,0,92,67
USW00014739,1969-06-14,0,85,71
USW00014739,1969-06-15,0,83,71
USW00014739,1969-06-16,0.01,75,61
USW00014739,1969-06-17,0,71,59
USW00014739,1969-06-18,0,74,58
USW00014739,1969-06-19,0.03,71,62
USW00014739,1969-06-20,0.15,88,66
USW00014739,1969-06-21,0,66,58
USW00014739,1969-06-22,0,70,56
USW00014739,1969-06-23,0.25,63,56
USW00014739,1969-06-24,0.02,64,56
USW00014739,1969-06-25,0,68,56
USW00014739,1969-06-26,0,71,61
USW00014739,1969-06-27,0,95,67
USW00014739,1969-06-28,0,94,72
USW00014739,1969-06-29,0,88,72
USW00014739,1969-06-30,0,88,71
USW00014739,1969-07-01,0,88,68
USW00014739,1969-07-02,0,70,61
USW00014739,1969-07-03,0,78,65
USW00014739,1969-07-04,0,74,61
USW00014739,1969-07-05,0.14,83,66
USW00014739,1969-07-06,0,77,63
USW00014739,1969-07-07,0,70,58
USW00014739,1969-07-08,0,78,58
USW00014739,1969-07-09,0,73,61
USW00014739,1969-07-10,0,83,62
USW00014739,1969-07-11,0,76,65
USW00014739,1969-07-12,0.28,73,63
USW00014739,1969-07-13,0.82,66,61
USW00014739,1969-07-14,0.04,77,64
USW00014739,1969-07-15,0,84,62
USW00014739,1969-07-16,0,94,71
USW00014739,1969-07-17,0,95,74
USW00014739,1969-07-18,0,92,77
USW00014739,1969-07-19,0,77,70
USW00014739,1969-07-20,0.17,77,64
USW00014739,1969-07-21,0.04,68,62
USW00014739,1969-07-22,0,72,63
USW00014739,1969-07-23,0,69,61
USW00014739,1969-07-24,0,69,61
USW00014739,1969-07-25,0,69,62
USW00014739,1969-07-26,0,66,63
USW00014739,1969-07-27,0.03,70,63
USW00014739,1969-07-28,0.28,84,67
USW00014739,1969-07-29,0.46,79,69
USW00014739,1969-07-30,0.72,80,72
USW00014739,1969-07-31,0,81,70
USW00014739,1969-08-01,0,88,69
USW00014739,1969-08-02,0.49,86,69
USW00014739,1969-08-03,0,86,70
USW00014739,1969-08-04,0.33,83,65
USW00014739,1969-08-05,0.18,84,64
USW00014739,1969-08-06,0.19,75,65
USW00014739,1969-08-07,0,78,64
USW00014739,1969-08-08,0.12,89,70
USW00014739,1969-08-09,0.23,84,67
USW00014739,1969-08-10,0.33,77,67
USW00014739,1969-08-11,0,77,65
USW00014739,1969-08-12,0,75,64
USW00014739,1969-08-13,0,83,65
USW00014739,1969-08-14,0,88,70
USW00014739,1969-08-15,0,86,68
USW00014739,1969-08-16,0,87,71
USW00014739,1969-08-17,0,88,73
USW00014739,1969-08-18,0,90,74
USW00014739,1969-08-19,0,88,70
USW00014739,1969-08-20,0,78,61
USW00014739,1969-08-21,0,76,58
USW00014739,1969-08-22,0,80,56
USW00014739,1969-08-23,0,82,61
USW00014739,1969-08-24,0,93,69
USW00014739,1969-08-25,0.02,93,65
USW00014739,1969-08-26,0,71,59
USW00014739,1969-08-27,0,69,54
USW00014739,1969-08-28,0,81,60
USW00014739,1969-08-29,0,88,65
USW00014739,1969-08-30,0,77,68
USW00014739,1969-08-31,0,92,67
USW00014739,1969-09-01,0,95,75
USW00014739,1969-09-02,0.06,80,66
USW00014739,1969-09-03,0,69,63
USW00014739,1969-09-04,0,71,63
USW00014739,1969-09-05,0,73,61
USW00014739,1969-09-06,0.07,79,63
USW00014739,1969-09-07,0.15,79,58
USW00014739,1969-09-08,0.58,61,56
USW00014739,1969-09-09,2.19,67,58
USW00014739,1969-09-10,0,70,57
USW00014739,1969-09-11,0,71,52
USW00014739,1969-09-12,0,77,57
USW00014739,1969-09-13,0,82,62
USW00014739,1969-09-14,0,69,60
USW00014739,1969-09-15,0,82,59
USW00014739,1969-09-16,0,84,65
USW00014739,1969-09-17,0.62,84,58
USW00014739,1969-09-18,0.29,62,52
USW00014739,1969-09-19,0,59,48
USW00014739,1969-09-20,0,60,48
USW00014739,1969-09-21,0,62,46
USW00014739,1969-09-22,0,64,47
USW00014739,1969-09-23,0,64,49
USW00014739,1969-09-24,0,67,49
USW00014739,1969-09-25,0,66,60
USW00014739,1969-09-26,0.04,61,55
USW00014739,1969-09-27,0,71,55
USW00014739,1969-09-28,0.42,67,55
USW00014739,1969-09-29,0,63,50
USW00014739,1969-09-30,0,68,48
USW00014739,1969-10-01,0,71,57
USW00014739,1969-10-02,0.09,68,53
USW00014739,1969-10-03,0.79,69,59
USW00014739,1969-10-04,0,64,51
USW00014739,1969-10-05,0,55,46
USW00014739,1969-10-06,0,65,50
USW00014739,1969-10-07,0,71,52
USW00014739,1969-10-08,0.22,68,59
USW00014739,1969-10-09,0,67,53
USW00014739,1969-10-10,0,66,49
USW00014739,1969-10-11,0,61,58
USW00014739,1969-10-12,0,70,58
USW00014739,1969-10-13,0,61,56
USW00014739,1969-10-14,0,77,53
USW00014739,1969-10-15,0,60,45
USW00014739,1969-10-16,0,61,41
USW00014739,1969-10-17,0,63,50
USW00014739,1969-10-18,0,60,46
USW00014739,1969-10-19,0,66,47
USW00014739,1969-10-20,0.27,79,53
USW00014739,1969-10-21,0.17,63,51
USW00014739,1969-10-22,0.1,51,35
USW00014739,1969-10-23,0,38,30
USW00014739,1969-10-24,0,50,30
USW00014739,1969-10-25,0,57,45
USW00014739,1969-10-26,0,62,43
USW00014739,1969-10-27,0,62,44
USW00014739,1969-10-28,0,49,36
USW00014739,1969-10-29,0,51,33
USW00014739,1969-10-30,0,51,38
USW00014739,1969-10-31,0,51,37
USW00014739,1969-11-01,0,50,38
USW00014739,1969-11-02,0,54,45
USW00014739,1969-11-03,1.54,61,53
USW00014739,1969-11-04,0.07,61,53
USW00014739,1969-11-05,0.74,58,45
USW00014739,1969-11-06,0.18,51,46
USW00014739,1969-11-07,0.5,55,49
USW00014739,1969-11-08,0.19,58,49
USW00014739,1969-11-09,1.3,53,46
USW00014739,1969-11-10,1.77,49,44
USW00014739,1969-11-11,0.74,50,49
USW00014739,1969-11-12,0.01,55,50
USW00014739,1969-11-13,0.09,53,42
USW00014739,1969-11-14,0.42,53,44
USW00014739,1969-11-15,0,52,36
USW00014739,1969-11-16,0,43,32
USW00014739,1969-11-17,0,47,33
USW00014739,1969-11-18,0,54,37
USW00014739,1969-11-19,0,54,43
USW00014739,1969-11-20,0.57,56,34
USW00014739,1969-11-21,0,38,24
USW00014739,1969-11-22,0,35,22
USW00014739,1969-11-23,0,57,35
USW00014739,1969-11-24,0.05,48,31
USW00014739,1969-11-25,0,43,27
USW00014739,1969-11-26,0.01,52,36
USW00014739,1969-11-27,0,42,35
USW00014739,1969-11-28,0,43,32
USW00014739,1969-11-29,0,47,33
USW00014739,1969-11-30,0,43,34
USW00014739,1969-12-01,0.04,37,32
USW00014739,1969-12-02,0,35,25
USW00014739,1969-12-03,0,44,29
USW00014739,1969-12-04,0,34,26
USW00014739,1969-12-05,0,36,24
USW00014739,1969-12-06,0,36,22
USW00014739,1969-12-07,0,38,25
USW00014739,1969-12-08,1.33,48,35
USW00014739,1969-12-09,0.21,55,44
USW00014739,1969-12-10,0.44,46,43
USW00014739,1969-12-11,0.76,60,44
USW00014739,1969-12-12,0,50,40
USW00014739,1969-12-13,0,43,33
USW00014739,1969-12-14,0.39,41,30
USW00014739,1969-12-15,0.15,34,28
USW00014739,1969-12-16,0,32,23
USW00014739,1969-12-17,0,31,22
USW00014739,1969-12-18,0.02,32,19
USW00014739,1969-12-19,0.18,36,30
USW00014739,1969-12-20,0,33,25
USW00014739,1969-12-21,0,36,23
USW00014739,1969-12-22,1.31,39,33
USW00014739,1969-12-23,0,34,18
USW00014739,1969-12-24,0.04,23,15
USW00014739,1969-12-25,0,27,12
USW00014739,1969-12-26,3.51,44,25
USW00014739,1969-12-27,1.03,49,31
USW00014739,1969-12-28,0.05,35,29
USW00014739,1969-12-29,0,39,27
USW00014739,1969-12-30,0,40,33
USW00014739,1969-12-31,0.28,37,20
USW00014739,1970-01-01,0,29,16
USW00014739,1970-01-02,0,28,19
USW00014739,1970-01-03,0.14,30,17
USW00014739,1970-01-04,0.02,27,19
USW00014739,1970-01-05,0,30,18
USW00014739,1970-01-06,0,31,23
USW00014739,1970-01-07,0.07,26,19
USW00014739,1970-01-08,0.01,24,13
USW00014739,1970-01-09,0,22,10
USW00014739,1970-01-10,0,26,13
USW00014739,1970-01-11,0,28,14
USW00014739,1970-01-12,0.04,21,13
USW00014739,1970-01-13,0.01,30,19
USW00014739,1970-01-14,0,21,12
USW00014739,1970-01-15,0,27,9
USW00014739,1970-01-16,0,36,16
USW00014739,1970-01-17,0.05,44,31
USW00014739,1970-01-18,0.25,36,17
USW00014739,1970-01-19,0,21,9
USW00014739,1970-01-20,0.01,22,10
USW00014739,1970-01-21,0.04,20,4
USW00014739,1970-01-22,0,19,3
USW00014739,1970-01-23,0.01,27,9
USW00014739,1970-01-24,0,25,13
USW00014739,1970-01-25,0.15,31,18
USW00014739,1970-01-26,0.05,33,26
USW00014739,1970-01-27,0,33,24
USW00014739,1970-01-28,0,37,23
USW00014739,1970-01-29,0.04,49,37
USW00014739,1970-01-30,0,46,22
USW00014739,1970-01-31,0,33,19
USW00014739,1970-02-01,0,45,32
USW00014739,1970-02-02,0.17,53,35
USW00014739,1970-02-03,1.27,58,43
USW00014739,1970-02-04,0.69,44,11
USW00014739,1970-02-05,0,31,10
USW00014739,1970-02-06,0.02,34,27
USW00014739,1970-02-07,0,40,26
USW00014739,1970-02-08,0,44,30
USW00014739,1970-02-09,0,43,33
USW00014739,1970-02-10,1.17,45,36
USW00014739,1970-02-11,0.22,47,31
USW00014739,1970-02-12,0,37,25
USW00014739,1970-02-13,0,34,15
USW00014739,1970-02-14,0,28,12
USW00014739,1970-02-15,0.7,38,22
USW00014739,1970-02-16,0,36,25
USW00014739,1970-02-17,0,38,24
USW00014739,1970-02-18,0,40,31
USW00014739,1970-02-19,0,47,26
USW00014739,1970-02-20,0,36,18
USW00014739,1970-02-21,0,36,22
USW00014739,1970-02-22,0,51,26
USW00014739,1970-02-23,0,44,20
USW00014739,1970-02-24,0,36,20
USW00014739,1970-02-25,0,54,19
USW00014739,1970-02-26,0,25,7
USW00014739,1970-02-27,0,35,18
USW00014739,1970-02-28,0.41,35,30
USW00014739,1970-03-01,0,37,23
USW00014739,1970-03-02,0.21,36,31
USW00014739,1970-03-03,0,39,26
USW00014739,1970-03-04,0.08,35,25
USW00014739,1970-03-05,0.24,38,33
USW00014739,1970-03-06,0,38,31
USW00014739,1970-03-07,0,45,29
USW00014739,1970-03-08,0,41,22
USW00014739,1970-03-09,0,36,19
USW00014739,1970-03-10,0,40,24
USW00014739,1970-03-11,0,43,28
